Artist Name,Track Name,Popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_in min/ms,time_signature,Class
Caspian,Echo and Abyss,34.0,0.407,0.682,10.0,-9.066,1,0.0431,0.00215,0.899,0.0618,0.0519,122.011,344587.0,4,10
The Pale White,Wisdom Tooth,29.0,0.441,0.884,,-4.319,1,0.104,0.00408,0.000812,0.406,0.468,129.931,171107.0,4,10
Paulo Mendonca,Going Up,40.0,0.613,0.793,,-6.82,0,0.0666,0.0319,,0.341,0.806,180.026,187532.0,4,10
Green River,Swallow My Pride,45.0,0.349,0.869,4.0,-11.481,1,0.0934,0.423,,0.76,0.193,127.44,179800.0,4,10
Shungudzo,To be me,,0.568,0.276,10.0,-8.549,1,0.0304,0.896,,0.1,0.231,119.51,201062.0,4,6
EARTHGANG,Options (with Wale),55.0,0.778,0.713,1.0,-5.852,1,0.289,0.0452,,0.0405,0.321,140.024,154253.0,4,5
Black Mountain,What's Your Conquest?,24.0,0.122,0.88,1.0,-4.649,1,0.0687,0.000172,,0.0895,0.317,160.39,206133.0,4,10
Reflections,Cicada,42.0,0.621,0.963,1.0,-4.547,1,0.133,0.00388,9.39e-05,0.444,0.101,95.041,181823.0,4,8
The Receiving End Of Sirens,Planning a Prison Break,41.0,0.493,0.914,8.0,-5.894,1,0.0557,0.000136,1.05e-06,0.964,0.74,91.045,318120.0,4,10
The Hellacopters,Toys And Flavors,38.0,0.291,0.942,10.0,-5.213,0,0.124,0.00198,9.58e-06,0.247,0.595,151.849,212493.0,4,1
Alexas Lucio,Viaggio privato,47.0,0.568,0.0764,2.0,-22.455,1,0.0632,0.962,0.959,0.108,0.345,105.192,1.9903,3,7
Busta Rhymes,Break Ya Neck,70.0,0.82,0.809,4.0,-6.759,0,0.251,0.443,0.00175,0.0613,0.737,83.011,231240.0,4,5
Band Of Skulls,Love Is All You Love,35.0,0.511,0.697,4.0,-6.257,1,0.0278,0.000109,0.000104,0.0677,0.832,79.994,202813.0,4,10
Simon Minó,Diana,24.0,0.429,0.571,5.0,-10.989,1,0.0419,0.2,0.601,0.113,0.318,168.008,246526.0,4,6
Orson Wilds,Stand Up,39.0,0.481,0.845,1.0,-4.657,0,0.0326,0.000447,,0.103,0.332,130.126,194155.0,4,10
Freddie King,I'm Tore Down,11.0,0.527,0.362,9.0,-12.265,0,0.0513,0.773,,0.102,0.908,130.25,157933.0,4,2
Ravid Plotnik,גודזילה (נצ'י נצ'),28.0,0.763,0.77,6.0,-3.507,1,0.299,0.0858,,0.566,0.576,89.876,192000.0,4,5
MSTRKRFT,Heartbreaker,41.0,0.551,0.858,,-4.882,0,0.0981,0.0621,0.000102,0.354,0.422,128.05,194013.0,4,1
Jim Stubblefield Group,Ojos de las Estrellas,40.0,0.588,0.552,9.0,-8.97,0,0.0403,0.889,0.474,0.142,0.526,175.958,5.6037,4,7
Red Lorry Yellow Lorry,Talk About The Weather,41.0,0.524,0.935,2.0,-12.208,1,0.0649,0.00471,0.9,0.0955,0.467,96.026,246453.0,4,10
Grimes,So Heavy I Fell Through the Earth - Art Mix,56.0,0.334,0.554,7.0,-9.366,1,0.0374,0.0185,0.359,0.344,0.191,179.997,368278.0,4,6
DaBaby,8 Figures (feat. Meek Mill),56.0,0.703,0.555,8.0,-8.199,1,0.382,0.0382,,0.246,0.702,177.205,178949.0,4,5
Dudu Tassa,בדיוק בזמן,27.0,0.601,0.402,4.0,-9.173,0,0.0301,0.333,,0.0929,0.284,128.101,196387.0,4,10
Goose,Arcadia (7.27.19),35.0,0.426,0.746,1.0,-8.706,1,0.0825,0.337,0.184,0.955,0.503,95.923,571895.0,4,10
AC/DC,Thunderstruck,83.0,0.502,0.89,4.0,-5.175,1,0.0364,0.000147,0.0117,0.217,0.259,133.52,292880.0,4,8
Momma,Habitat,31.0,0.358,0.541,2.0,-9.348,1,0.0295,0.0494,0.322,0.195,0.166,171.999,305379.0,1,6
The Score,Never Going Back,61.0,0.546,0.619,6.0,-6.09,0,0.042,0.0122,,0.0585,0.625,159.982,197680.0,4,10
Himalayas,Thank God I'm Not You,55.0,0.542,0.828,11.0,-3.91,0,0.0536,0.00175,0.0136,0.06,0.785,126.037,194626.0,4,10
Lucky Peterson,Let The Good Time Party Begin,21.0,0.708,0.667,2.0,-6.45,1,0.0686,0.118,1.12e-05,0.119,0.648,121.993,275227.0,4,2
Yehudit Ravitz,איזו מין ילדה,18.0,0.558,0.678,,-7.524,1,0.0249,0.0572,0.000168,0.118,0.458,94.008,269160.0,4,10
Methods of Mayhem,Get Naked,47.0,0.78,0.919,9.0,-4.751,1,0.156,0.0389,1.77e-05,0.025,0.902,100.006,201667.0,4,8
Live,Selling The Drama,57.0,0.45,0.914,6.0,-6.741,1,0.0647,0.0106,8.18e-05,0.101,0.336,124.42,208293.0,4,10
Jesse Roper,Horizons,32.0,0.524,0.73,5.0,-4.479,0,0.0767,0.624,0.000117,0.389,0.654,109.533,157693.0,4,2
psykhi,White Picket Fence,24.0,0.551,0.8,,-4.813,1,0.0347,0.103,,0.111,0.811,164.127,176341.0,4,9
Elaquent,Guidelines,41.0,0.715,0.464,10.0,-8.48,0,0.232,0.33,0.0424,0.133,0.419,79.948,247092.0,4,5
"Valentin Silvestrov, Anja Lechner, Silke Avenhaus",Three Postludes (1981/82): Postlude No. 3,,0.0596,0.00121,2.0,-39.952,1,0.0559,0.987,0.262,0.0991,0.0383,62.51,4.266,5,7
DENM,Life's 2 Short,50.0,0.485,0.707,,-5.598,1,0.0765,0.339,,0.16,0.541,79.744,240728.0,4,1
Let's Eat Grandma,Hot Pink,44.0,0.716,0.552,,-6.927,0,0.0863,0.202,,0.0942,0.181,103.002,248977.0,4,6
Critical Defiance,Desert Ways,19.0,0.289,0.914,9.0,-8.753,1,0.102,1.58e-06,0.515,0.165,0.308,118.922,362573.0,4,8
Terry vs. Tori,Magic Hour,27.0,0.46,0.727,1.0,-8.336,1,0.0299,8.29e-05,0.79,0.121,0.807,145.015,167045.0,4,6
Melvoni,MILLION DOLLAR PEASANT,51.0,0.849,0.417,5.0,-8.479,1,0.105,0.11,,0.113,0.16,126.05,136992.0,4,5
Corvus Corax,Ragnarök - Era Metallum - Single Edit,39.0,0.303,0.975,2.0,-4.93,1,0.126,2.41e-05,0.0285,0.272,0.172,173.799,454433.0,4,8
Gunn - Truscinski Duo,For Eddie Hazel,28.0,0.162,0.429,7.0,-10.567,1,0.0309,0.785,0.892,0.176,0.0613,82.473,455524.0,4,10
Still Life (feat. Joseph),"Henry Jamison, JOSEPH",37.0,0.522,0.54,4.0,-8.743,1,0.0356,0.0513,0.000206,0.0788,0.267,132.087,3.81445,4,0
Ghum,Saturn,37.0,0.343,0.701,10.0,-5.365,1,0.0297,0.00225,0.00516,0.115,0.416,91.601,232485.0,4,1
Taylor Phillips,For a Beer,48.0,0.605,0.866,11.0,-3.753,1,0.0413,0.0629,,0.0323,0.674,168.208,164960.0,4,10
Samantha Fish,Bulletproof - Tangle Eye Mix,41.0,0.67,0.554,7.0,-9.047,1,0.0344,0.0156,0.557,0.208,0.482,110.025,319253.0,4,2
Lil' Kim,"Not Tonight (feat. Da Brat, Left Eye, Missy ""Misdemeanor"" Elliott and Angie Martinez) - Remix",55.0,0.854,0.602,6.0,-10.162,0,0.32,0.0689,,0.292,0.592,99.429,252520.0,4,5
Nothing More,Go To War,61.0,0.461,0.892,6.0,-4.807,0,0.0901,0.00187,1.34e-06,0.0942,0.35,137.35,245196.0,4,10
Dudu Aharon,תגידו לה,40.0,0.617,0.926,6.0,-1.654,1,0.0399,0.161,,0.142,0.728,125.027,253373.0,4,9
Matt Andersen,Something To Lose,29.0,0.363,0.38,5.0,-7.778,1,0.0348,0.65,,0.0859,0.265,178.518,288360.0,3,2
Mr. Oizo,Flat Beat - Radio Edit,51.0,0.94,0.425,,-11.584,1,0.55,0.00021,0.486,0.273,0.499,128.989,316973.0,4,1
Black Eyed Peas,NO MAÑANA,55.0,0.885,0.681,6.0,-7.663,1,0.0439,0.129,0.0161,0.384,0.569,117.979,221695.0,4,9
Itay Levi,אף אחת אחרת,31.0,0.613,0.548,8.0,-6.534,0,0.0282,0.439,,0.116,0.479,139.963,208666.0,4,9
Michael Jackson,Billie Jean,84.0,0.92,0.654,11.0,-3.051,0,0.0401,0.0236,0.0158,0.0359,0.847,117.046,293827.0,4,10
Ronnie Hawkins,Honey Don't,26.0,0.511,0.762,6.0,-8.66,1,0.0684,0.367,4.37e-05,0.183,0.7,169.121,144680.0,3,10
Snapcase,Caboose,39.0,0.423,0.958,6.0,-4.167,1,0.0984,6.06e-05,9.97e-06,0.376,0.559,98.286,153587.0,4,8
Joni Mitchell,Cactus Tree - 2021 Remaster,51.0,0.301,0.212,6.0,-14.013,1,0.0405,0.962,,0.113,0.336,181.378,4.6042,4,0
Molchat Doma,Небеса и Ад (Heaven and Hell),44.0,0.433,0.728,11.0,-8.528,1,0.0282,7e-05,0.2,0.195,0.115,109.724,334634.0,4,6
Ehud Banai,טיפ טיפה,28.0,0.634,0.803,2.0,-6.484,0,0.0266,0.109,1.28e-05,0.142,0.882,133.797,177307.0,4,10
glass beach,Rat Castle (Skylar Spence Remix),23.0,0.631,0.948,1.0,-6.004,0,0.0587,0.00652,0.622,0.0737,0.587,130.008,202154.0,4,6
Dirty Heads,Bum Bum,57.0,0.608,0.801,2.0,-6.045,1,0.0664,0.0043,4.72e-06,0.316,0.373,180.084,239667.0,4,10
Pale Saints,Ordeal,31.0,0.503,0.541,2.0,-15.489,1,0.0335,7.82e-05,0.818,0.262,0.613,121.503,238227.0,3,6
Salem,Throat,,0.384,0.863,1.0,-4.866,1,0.0609,0.0157,0.397,0.379,0.833,76.883,207800.0,4,10
Jasmin Moallem,מסיבה,52.0,0.682,0.454,1.0,-9.297,0,0.0584,0.0163,,0.0683,0.0734,115.971,202171.0,4,9
Peter Bjorn and John,Young Folks,72.0,0.699,0.812,,-6.005,1,0.0377,0.0164,0.000763,0.105,0.662,138.185,276693.0,4,6
DAMN NATION,Race to the End,41.0,0.532,0.925,2.0,-3.509,1,0.0341,3.5e-05,6.77e-05,0.112,0.563,95.019,232421.0,4,8
Enforced,Curtain Fire,30.0,0.332,0.995,8.0,-6.366,1,0.125,3.52e-05,0.76,0.0762,0.34,95.329,274816.0,4,8
Heart,Secret,51.0,0.499,0.536,9.0,-8.755,0,0.0352,0.444,,0.287,0.284,127.792,254373.0,4,10
Sleater-Kinney,Worry With You,51.0,0.607,0.758,9.0,-6.855,1,0.0306,0.00505,0.435,0.372,0.727,90.031,231783.0,4,10
Metallica,Master Of Puppets,74.0,0.543,0.836,4.0,-9.11,0,0.0353,0.000647,0.431,0.153,0.56,105.173,515387.0,4,8
Square One,Caamp,60.0,0.685,0.25,4.0,-15.138,1,0.0416,0.911,0.000306,0.108,0.317,103.387,3.11325,4,0
Nas,Nas Is Like,67.0,0.634,0.845,11.0,-5.058,0,0.352,0.00602,5.29e-06,0.0598,0.929,94.0,237027.0,4,5
Omer Adam,כתבתי עלייך שיר,37.0,0.816,0.606,2.0,-7.013,1,0.109,0.245,,0.0467,0.648,92.017,169239.0,4,9
Slowdive,Star Roving,52.0,0.326,0.932,9.0,-4.909,1,0.0506,0.0733,0.725,0.293,0.397,143.927,338869.0,4,6
Drake,Laugh Now Cry Later (feat. Lil Durk),86.0,0.761,0.518,,-8.871,1,0.134,0.244,3.47e-05,0.107,0.522,133.976,261493.0,4,9
David Bowie,Sound and Vision - 1999 Remaster,32.0,0.657,0.732,2.0,-10.007,1,0.0399,0.00146,0.412,0.146,0.835,106.213,184533.0,4,1
The Cold Stares,Third World War,20.0,0.521,0.887,7.0,-4.474,1,0.0375,0.0228,4.04e-05,0.198,0.739,87.047,202908.0,4,2
Aya Zahavi Feiglin,לא לבכות,25.0,0.541,0.458,2.0,-7.742,1,0.0257,0.216,0.00159,0.144,0.292,145.013,220410.0,4,9
IMMERSE,With You,41.0,0.448,0.526,4.0,-8.513,0,0.0292,0.0069,0.139,0.208,0.119,100.007,186503.0,4,8
Trash Boat,Silence Is Golden,55.0,0.463,0.908,10.0,-4.373,0,0.0756,0.00893,2.82e-06,0.366,0.459,99.993,204745.0,4,6
Vance Joy,Missing Piece,78.0,0.628,0.877,,-4.205,1,0.046,0.0155,5.97e-06,0.113,0.721,101.992,3.62346667,4,9
"Crosby, Stills & Nash",Guinnevere - 2005 Remaster,42.0,0.467,0.0936,11.0,-19.998,0,0.0371,0.817,0.00365,0.113,0.178,113.699,277813.0,4,10
"Britney Spears, G-Eazy",Make Me... (feat. G-Eazy),,0.702,0.7,7.0,-6.672,0,0.0925,0.146,,0.206,0.591,122.982,3.849333333,4,9
The Struts,Body Talks,57.0,0.537,0.92,10.0,-3.438,0,0.274,0.00592,,0.34,0.843,185.703,177160.0,4,10
The Rolling Stones,Wild Horses - 2009 Mix,70.0,0.432,0.389,7.0,-6.517,1,0.0255,0.687,0.0107,0.0788,0.158,139.506,5.69621667,4,10
Allah-Las,Catamaran,52.0,0.564,0.846,4.0,-5.897,0,0.0437,0.00692,0.00175,0.0452,0.696,122.035,212986.0,4,9
The Atomic Bitchwax,So Come On,41.0,0.293,0.928,2.0,-4.865,0,0.095,4.2e-05,0.0325,0.197,0.507,106.113,251973.0,4,8
Yung Mal,Wassup With Me (feat. G Herbo),32.0,0.841,0.843,11.0,-8.777,0,0.374,0.0586,,0.102,0.652,89.996,202206.0,4,5
"Doja Cat, SZA",Kiss Me More (feat. SZA),95.0,0.762,0.701,8.0,-3.541,1,0.0286,0.235,0.000158,0.123,0.742,110.968,3.48111667,4,9
Ravid Plotnik,אלעד,42.0,0.633,0.5,10.0,-10.359,0,0.051,0.151,,0.71,0.881,145.708,204400.0,4,5
The Heavytrackerz,What You Do,34.0,0.755,0.662,1.0,-7.158,1,0.413,0.507,,0.101,0.611,160.049,231000.0,4,5
Andrew Combs,Stars Of Longing,26.0,0.496,0.749,,-6.345,1,0.0294,0.362,0.0102,0.115,0.787,78.968,191040.0,4,1
Amber Run,Neon Circus,38.0,0.486,0.908,2.0,-4.43,1,0.0369,0.0023,0.24,0.389,0.241,89.991,216667.0,4,10
Or Edry,לב צר,24.0,0.516,0.522,,-9.742,1,0.026,0.0488,0.00108,0.155,0.249,130.064,243136.0,4,6
Tina Turner,What's Love Got to Do with It - Live in Arnhem,36.0,0.553,0.95,7.0,-3.516,1,0.111,0.292,4.54e-05,0.984,0.285,101.183,3.654,4,9
John K,ilym (feat. ROSIE),63.0,0.261,0.277,1.0,-8.143,0,0.031,0.572,1.4e-06,0.0859,0.0617,179.077,236082.0,3,9
The Charlatans,The Only One I Know,60.0,0.546,0.572,5.0,-13.104,1,0.0319,0.0701,0.000731,0.079,0.529,113.312,238120.0,4,1
Taj Mahal,All Around The World,35.0,0.782,0.846,2.0,-5.69,1,0.0284,0.00415,0.00153,0.0603,0.892,106.997,202160.0,4,2
Roy Orbison,"Oh, Pretty Woman",74.0,0.619,0.603,9.0,-9.481,1,0.0342,0.712,,0.0721,0.958,127.433,178933.0,4,10
Calum Scott,Rhythm Inside - Recorded At Spotify Studios NYC,45.0,0.537,0.27,5.0,-7.003,1,0.0375,0.941,,0.0892,0.363,122.655,3.78261667,4,0
OneRepublic,Rescue Me,77.0,0.759,0.605,7.0,-7.737,1,0.0433,0.156,,0.694,0.64,121.049,158900.0,4,9
Friendship Commanders,Stonechild,24.0,0.293,0.667,9.0,-5.707,1,0.0692,1.12e-05,0.0306,0.111,0.306,117.921,249592.0,4,6
Shireen,Umai,41.0,0.257,0.626,7.0,-7.156,1,0.0318,0.313,0.00368,0.188,0.293,83.979,378987.0,1,8
Shed Seven,Going For Gold,48.0,0.353,0.808,9.0,-4.849,1,0.0358,0.0175,0.476,0.0991,0.426,96.142,265493.0,4,6
"Jada Facer, Kyson Facer",Sweater Weather (Acoustic),47.0,0.747,0.228,10.0,-10.742,0,0.0343,0.83,,0.0947,0.45,116.072,2.50861667,4,0
The Killers,I Can't Stay,52.0,0.588,0.812,8.0,-8.553,1,0.0696,0.182,,0.163,0.714,94.032,185360.0,4,10
Moshe Peretz,המילים החסרות,26.0,0.67,0.532,10.0,-5.905,0,0.029,0.465,,0.186,0.444,101.964,247430.0,4,9
Dudu Tassa,תביאי איתך יין,28.0,0.699,0.886,4.0,-4.394,0,0.0555,0.0322,0.000951,0.134,0.67,101.952,224365.0,4,10
fun.,We Are Young (feat. Janelle Monáe),76.0,0.378,0.638,10.0,-5.576,1,0.075,0.02,7.66e-05,0.0849,0.735,184.086,250627.0,4,9
Itay Levi,חתונת השנה,39.0,0.775,0.91,8.0,-2.441,1,0.0566,0.0902,,0.0962,0.564,129.973,190273.0,4,9
John Mayer,Heartbreak Warfare,65.0,0.624,0.554,2.0,-8.113,1,0.0225,0.191,0.00131,0.299,0.311,97.031,269720.0,4,10
Kjell Braaten,Østavind,33.0,0.677,0.817,8.0,-8.569,0,0.0369,0.625,0.887,0.104,0.0903,95.009,193833.0,4,8
Tate McRae,wish i loved you in the 90s,66.0,0.435,0.481,1.0,-8.787,1,0.0327,0.871,,0.136,0.38,77.398,176853.0,4,9
Candlemass,The Pendulum,34.0,0.217,0.807,8.0,-4.802,1,0.0469,1.19e-05,0.179,0.0733,0.249,103.893,299293.0,3,8
Dizzy,Sunflower,35.0,0.517,0.895,7.0,-3.411,1,0.0399,0.0255,0.232,0.129,0.325,97.932,214653.0,4,9
SKÁLD,Norðrljós,42.0,0.651,0.372,4.0,-13.259,0,0.0314,0.759,0.359,0.0738,0.167,139.024,200787.0,3,8
Itay Levi,הולכת יחפה,41.0,0.712,0.537,1.0,-7.144,1,0.0562,0.429,,0.107,0.556,112.041,192313.0,4,9
John The Conqueror,All Alone,28.0,0.582,0.469,7.0,-9.062,1,0.0266,0.387,0.00787,0.0809,0.617,140.191,229720.0,4,2
Luz,counting houses,54.0,0.567,0.494,10.0,-12.093,1,0.0544,0.569,6.63e-05,0.33,0.42,149.839,200853.0,4,9
Haim Moshe,עיישה,31.0,0.53,0.701,10.0,-8.572,1,0.0827,0.347,,0.09,0.421,172.813,267093.0,4,9
Pale Waves,Change,53.0,0.598,0.906,7.0,-3.435,1,0.0447,0.00931,3.95e-05,0.16,0.525,97.007,172280.0,4,6
Savel,Forgetting - Tennyson Remix,36.0,0.348,0.45,6.0,-13.748,1,0.0501,0.37,0.947,0.137,0.141,171.042,212992.0,3,1
Ted Nugent,Wango Tango,46.0,0.494,0.939,2.0,-6.889,1,0.296,0.0385,0.000546,0.708,0.552,171.233,289307.0,4,8
Mr. Oizo,Gay Dentists,25.0,0.736,0.97,1.0,-4.955,1,0.128,0.000228,0.0104,0.148,0.703,128.59,218493.0,4,6
grandson,Bury Me Face Down,63.0,0.39,0.629,1.0,-4.876,0,0.0469,0.0187,4.12e-05,0.0658,0.162,141.983,231667.0,4,10
The Groundhogs,Eccentric Man - 2003 Remastered Version,34.0,0.498,0.734,,-8.522,1,0.0451,0.0198,0.0583,0.244,0.64,110.034,304933.0,4,2
Sonia Leigh,Jack Is Back,33.0,0.677,0.766,10.0,-7.98,0,0.0419,0.00625,0.000123,0.141,0.589,131.999,161869.0,4,2
JUNE,Now (Feat. THAMA),35.0,0.58,0.714,3.0,-4.607,0,0.0985,0.147,,0.46,0.858,99.698,235987.0,4,10
Stone Sour,30/30-150,5.0,0.512,0.919,4.0,-4.581,1,0.0894,4.03e-05,0.000629,0.0899,0.602,163.044,258067.0,4,8
Passenger,Sword from the Stone,55.0,0.618,0.454,,-9.328,0,0.0348,0.587,4.78e-05,0.136,0.42,79.934,3.362,4,0
MC5,Kick Out The Jams (Original Uncensored Version),45.0,0.345,0.811,1.0,-11.948,0,0.0654,0.0606,0.0466,0.357,0.625,142.834,183824.0,4,1
Omer Adam,בחורים טובים,37.0,0.436,0.437,1.0,-6.702,0,0.0409,0.696,,0.0695,0.407,149.596,194760.0,4,9
The Moody Blues,Nights In White Satin - Single Edit,1.0,0.182,0.451,4.0,-7.841,0,0.0303,0.249,0.203,0.186,0.205,158.623,265400.0,3,10
ALLBLACK,Ego,26.0,0.912,0.415,8.0,-11.089,1,0.427,0.101,,0.0898,0.558,100.072,137000.0,4,5
girl in red,You Stupid Bitch,69.0,0.521,0.833,11.0,-5.661,0,0.053,0.00721,0.00119,0.272,0.764,149.006,195952.0,4,9
"Ensemble Rivr Dane, Ana Olgica",Atoms,35.0,0.192,0.0305,3.0,-25.163,1,0.0374,0.942,0.964,0.114,0.0893,106.624,2.41395,3,7
LEMONPARTY,Animal,13.0,0.237,0.962,2.0,-6.516,0,0.154,0.000774,0.00473,0.335,0.183,155.24,232980.0,4,10
"A.R. Rahman, S. P. Balasubrahmanyam, K. S. Chithra",Yeh Haseen Vadiyan Yeh Khula Aasman,56.0,0.64,0.295,5.0,-16.357,1,0.0397,0.425,2.05e-06,0.0804,0.107,121.903,5.33355,4,3
JOSEPH,All,,0.51,0.303,2.0,-9.122,1,0.027,0.829,6.36e-05,0.115,0.211,137.917,3.41526667,4,0
Christian Lindquist,It's for You Evelina,48.0,0.693,0.155,,-16.426,0,0.0601,0.99,0.948,0.11,0.68,75.985,3.258716667,4,7
Basinettes,Longing,46.0,0.535,0.0689,5.0,-21.391,1,0.038,0.869,0.0292,0.0766,0.211,123.288,3.279733333,4,7
INXS,Never Tear Us Apart,,0.661,0.613,,-7.56,1,0.0273,0.00298,0.000176,0.176,0.19,96.609,3.07645,3,10
Alfie Templeman,Shady,44.0,0.789,0.743,6.0,-6.113,0,0.0861,0.0234,0.015,0.489,0.629,109.987,175205.0,4,6
Josh Teskey,Push The Blues Away,51.0,0.538,0.381,2.0,-8.119,1,0.0349,0.797,3.56e-06,0.115,0.193,86.023,209619.0,4,2
Career Woman,Teacher's Pet,28.0,0.427,0.931,,-4.202,1,0.0487,9.15e-06,0.024,0.169,0.383,150.102,236650.0,4,1
Moshe Peretz,כל המילים השמחות,25.0,0.617,0.895,3.0,-4.207,0,0.0497,0.00353,,0.598,0.471,134.972,260458.0,4,9
Meshuggah,Bleed,60.0,0.242,0.998,3.0,-5.64,0,0.0895,8.12e-06,0.88,0.284,0.18,114.831,442733.0,4,8
Eels,Last Stop: This Town,44.0,0.65,0.729,4.0,-8.641,1,0.0434,0.37,0.544,0.323,0.752,103.706,207067.0,4,1
"jetsonmade, Jack Harlow",I WANNA SEE SOME ASS (feat. jetsonmade),75.0,0.899,0.691,,-7.554,1,0.0497,0.18,0.000451,0.135,0.865,107.951,2.088366667,4,9
Mötley Crüe,Home Sweet Home,69.0,0.403,0.777,5.0,-6.416,1,0.0354,0.0999,3.28e-06,0.124,0.149,76.329,240933.0,4,10
Kaisaku,Cerulean,32.0,0.586,0.55,5.0,-10.846,1,0.0411,0.0287,0.937,0.0674,0.128,115.974,291724.0,4,9
Liam Gallagher,Wall of Glass,59.0,0.351,0.939,,-4.469,1,0.0564,6.42e-05,0.00113,0.296,0.321,182.067,223547.0,4,10
blink-182,I Miss You,,0.652,0.766,11.0,-6.481,1,0.0345,0.000761,6.34e-06,0.0739,0.641,110.011,227813.0,4,10
Menahan Street Band,The Starchaser,37.0,0.538,0.767,10.0,-7.182,0,0.0346,0.0627,0.914,0.403,0.868,119.246,168400.0,4,1
Wooden Shjips,Everybody Knows,38.0,0.352,0.621,2.0,-9.036,1,0.033,0.000114,0.855,0.0974,0.218,123.817,318560.0,4,10
Mere Notilde,Sweet Baby!,36.0,0.736,0.736,5.0,-9.041,0,0.15,0.000124,0.305,0.557,0.76,115.996,153074.0,4,6
Demi Lovato,Met Him Last Night (feat. Ariana Grande),82.0,0.538,0.512,4.0,-4.548,0,0.0262,0.22,,0.101,0.12,144.978,204632.0,4,9
"Royal Liverpool Philharmonic Orchestra, James Morgan",Candle In The Wind,28.0,0.187,0.163,11.0,-17.649,0,0.042,0.715,0.902,0.107,0.0347,54.114,4.267333333,4,7
DragonForce,Through The Fire And Flames,66.0,0.153,0.953,,-4.74,0,0.122,0.00152,0.0062,0.366,0.14,199.892,439120.0,4,8
Cowboys & Aliens,Ghost In My Speaker,35.0,0.25,0.976,5.0,-5.978,0,0.0508,5.25e-06,0.77,0.238,0.737,161.61,257693.0,4,8
Griff,Shade of Yellow,68.0,0.675,0.562,9.0,-5.99,1,0.0968,0.245,0.00109,0.103,0.655,79.916,2.61605,1,9
Blur,Song 2 - 2012 Remaster,76.0,0.674,0.789,8.0,-6.903,1,0.0676,0.00178,0.0071,0.0754,0.918,129.804,121160.0,4,1
Robert Plant,Ship of Fools - 2006 Remaster,46.0,0.61,0.473,7.0,-6.594,1,0.0247,0.163,0.00111,0.0905,0.231,93.138,300587.0,4,10
White Denim,Holda You (I'm Psycho),25.0,0.381,0.868,,-5.885,1,0.183,0.00429,0.00877,0.259,0.499,110.727,239507.0,4,6
Joan Baez,One Day At A Time - Live At The Woodstock Music & Art Fair / 1969,25.0,0.282,0.237,1.0,-17.871,1,0.0547,0.759,,0.13,0.416,82.559,275496.0,4,10
Parkway Drive,Vice Grip,59.0,0.48,0.988,11.0,-3.229,0,0.0838,3.17e-05,0.00432,0.389,0.252,124.041,263587.0,4,8
Dolly Parton,Love Is Like a Butterfly,36.0,0.686,0.187,8.0,-12.062,1,0.0391,0.721,,0.12,0.772,89.616,2.336216667,4,4
Violet Nine,Crash and Burn,33.0,0.471,0.932,8.0,-4.867,1,0.103,0.00245,,0.4,0.332,97.924,224167.0,4,8
Wet Wet Wet,"Love Is All Around - Live at Live 8, Murrayfield Stadium, Edinburgh, 6th July 2004",24.0,0.397,0.769,10.0,-7.042,1,0.0449,0.0358,2.57e-05,0.935,0.426,83.718,6.236683333,4,9
Beck,Dear Life,49.0,0.511,0.672,1.0,-5.44,1,0.0279,0.0026,0.00688,0.254,0.553,165.997,224237.0,4,10
Dudu Aharon,בחלומות שלנו,50.0,0.651,0.462,7.0,-7.006,1,0.0334,0.703,,0.351,0.556,104.303,238159.0,4,9
Isaac DaBom,תבטיחי לי,15.0,0.831,0.632,8.0,-8.875,0,0.13,0.139,2.71e-06,0.112,0.647,103.023,281477.0,4,9
Tomberlin,Wasted,55.0,0.765,0.563,4.0,-9.765,1,0.0397,0.422,0.122,0.142,0.703,93.073,149423.0,4,6
Jerry Garcia,House Of The Rising Sun,23.0,0.521,0.193,9.0,-17.467,0,0.0664,0.948,0.0337,0.152,0.236,138.78,485227.0,5,10
The Charlie Daniels Band,The Devil Went Down to Georgia,60.0,0.517,0.535,,-12.027,1,0.0494,0.131,,0.085,0.933,135.087,3.58445,4,4
