class,cap-diameter,cap-shape,cap-surface,cap-color,does-bruise-or-bleed,gill-attachment,gill-spacing,gill-color,stem-height,stem-width,stem-root,stem-surface,stem-color,veil-type,veil-color,has-ring,ring-type,spore-print-color,habitat,season
p,4.93,c,k,y,t,x,c,p,6.26,12.42,,,w,,,f,f,,g,a
e,20.41,p,d,e,f,p,,w,17.25,36.72,s,y,w,,,f,f,,d,u
e,8.23,x,e,y,f,x,c,w,7.52,17.83,,,w,,,f,f,,d,u
e,6.34,x,d,o,f,d,d,o,6.83,13.71,,,w,,,f,f,,g,w
e,7.9,f,e,b,f,,c,b,4.61,15.26,,,w,,,t,f,,d,a
p,12.98,f,t,n,t,d,c,b,4.7,24.86,,,g,,,f,f,,l,a
p,2.51,x,g,n,f,a,,p,6.31,2.54,,,w,,,f,f,,d,a
e,8.01,x,,y,f,e,,w,6.59,13.8,b,,y,u,w,t,g,,d,u
e,8.63,f,,g,f,s,c,g,6.06,16.99,b,,u,,,f,f,,g,a
e,7.82,x,d,y,t,p,,y,5.62,12.7,,,e,,,f,f,,d,u
e,5.48,b,h,g,f,s,d,g,4.59,9.61,,s,g,,,f,f,,d,a
p,2.53,b,w,p,f,a,,y,4.79,5.74,,t,y,,,f,f,,m,a
p,8.13,x,y,w,t,,,g,8.63,17.0,s,,w,,,t,l,,g,u
e,7.53,x,,g,f,a,,w,9.05,12.89,,,g,,,f,f,,g,a
p,5.89,x,e,e,f,a,,g,7.52,9.14,,,y,,w,t,z,,d,a
e,11.41,x,,n,t,,,w,11.48,16.89,b,,w,u,w,t,g,,d,a
p,1.66,x,,n,f,,,k,5.01,2.4,,s,n,,,f,f,k,g,u
e,3.99,s,,n,f,f,f,f,7.68,8.59,,,y,,,f,f,,d,a
p,6.29,s,,e,t,d,c,b,7.01,7.52,,,n,,,f,f,,d,a
p,1.56,x,,n,f,,,n,5.01,2.43,,s,n,,,f,f,k,g,a
p,2.68,p,t,n,f,a,c,n,8.95,2.92,,t,y,,,t,e,,m,u
p,1.6,b,h,n,f,a,,n,4.84,1.41,,t,n,,,f,f,,h,a
e,6.73,x,h,y,f,p,,y,7.4,15.59,,,y,,y,t,,,d,u
e,8.51,f,e,b,f,,c,b,4.69,17.16,,,w,,,t,f,,d,a
p,4.07,x,t,n,f,a,c,n,4.63,6.48,,y,n,,,t,z,,d,a
e,2.3,s,y,n,f,d,d,p,6.61,3.92,,i,n,,,f,f,,l,u
e,20.04,p,y,n,f,,,w,28.06,19.39,s,,n,,,t,m,,m,u
e,5.38,x,,r,f,d,,r,5.66,7.35,,,r,,,f,f,,l,u
e,10.15,x,,n,t,,,w,12.61,15.4,b,,w,u,w,t,g,,d,a
e,6.84,c,h,n,f,e,,w,15.07,13.32,,s,n,u,w,f,f,,d,u
p,7.82,f,,y,f,x,c,n,6.99,13.5,,,w,,,f,f,,d,u
p,2.09,f,y,o,f,d,,y,2.91,5.61,,,y,,,f,f,,h,a
p,5.97,b,k,n,f,a,c,y,5.77,6.34,,i,y,,,t,,,d,a
p,7.94,b,y,n,f,,,p,17.26,17.58,,,w,,,f,f,,d,a
e,18.88,p,y,w,f,,,w,23.9,20.0,s,,n,,,t,m,,d,u
p,9.87,x,,w,f,x,c,w,10.2,11.46,r,i,w,,,f,f,,h,u
p,3.33,x,,y,f,x,,w,4.04,5.78,,,w,,,f,f,,d,a
e,6.51,x,h,n,f,x,c,w,6.33,5.36,,s,n,,,t,r,,d,s
p,3.49,o,,w,f,f,f,f,6.06,31.42,,g,w,,,t,f,,p,a
e,8.78,f,s,k,f,a,c,w,4.38,16.16,,,w,,,f,f,,d,a
p,2.7,o,,k,f,f,f,f,2.98,14.74,,g,n,,,f,f,,d,u
e,3.26,b,g,n,f,a,d,g,5.08,2.88,,s,g,,,f,f,,d,a
e,8.97,x,y,e,f,,,w,6.32,22.57,b,,n,,w,t,e,,d,a
e,5.0,c,,n,f,f,f,f,5.17,20.71,,,n,,,f,f,,l,s
e,2.67,x,h,n,f,,c,k,5.58,6.15,,s,w,,w,f,f,k,d,a
e,12.13,x,t,n,t,p,,y,10.42,23.45,,,n,,,f,f,,d,u
e,7.08,x,d,y,t,p,,y,6.83,16.0,,,y,,,f,f,,d,a
p,3.9,x,y,y,f,a,,w,5.18,3.49,,y,n,,,t,r,,d,u
e,4.17,x,h,n,f,a,d,y,7.26,6.37,,s,o,,,f,f,,d,s
p,20.63,x,k,w,t,d,d,w,6.21,32.52,,,w,,,f,f,,d,u
p,6.17,x,e,e,f,a,,w,7.83,10.1,,,y,,w,t,z,,d,a
e,9.44,x,s,n,f,e,c,w,8.93,10.88,,i,n,,,f,f,p,d,a
e,4.18,x,t,n,f,a,d,y,6.15,5.73,,k,n,,,f,f,,d,s
p,1.66,x,,n,f,,,k,4.98,2.68,,s,n,,,f,f,k,g,a
p,4.8,x,,e,f,,c,g,3.33,11.78,,,y,,,f,f,,d,a
p,7.2,o,k,r,f,,c,y,1.58,14.77,,,y,,,f,f,,d,w
p,5.0,f,y,u,f,s,c,y,6.01,12.36,,y,e,,,f,f,,d,a
p,6.72,x,s,n,f,s,,g,4.75,7.13,,y,n,,,f,f,,d,a
p,1.13,x,g,w,f,a,d,w,3.1,1.6,,,n,,,f,f,,l,a
p,6.52,x,y,w,t,,,g,7.79,12.92,s,,w,,,t,l,,d,a
p,1.06,x,g,w,f,a,d,w,3.01,1.54,,,e,,,f,f,,l,a
p,0.66,x,g,y,f,,,y,3.31,0.57,,,w,,,f,f,,d,u
e,18.02,p,w,n,f,p,,w,14.23,68.74,,,n,,,f,f,,d,u
e,6.66,x,,n,t,p,,g,11.64,23.82,,y,w,,,f,f,,d,u
p,3.5,b,s,y,f,,c,r,6.94,7.36,,,y,u,w,t,z,k,d,s
e,12.73,f,,l,f,d,c,w,2.46,14.89,,,w,,,f,f,,d,a
p,3.48,x,y,n,f,a,,w,5.08,3.52,,y,y,,,t,r,,d,a
p,5.81,b,y,n,f,,,w,11.27,13.98,,s,w,,,t,z,,g,w
e,14.93,x,s,w,t,e,,g,10.21,18.16,s,,w,,,t,r,,m,a
e,2.87,b,g,w,f,x,d,w,4.16,3.28,,,y,,,f,f,,g,a
p,2.27,x,g,e,f,a,,w,5.44,2.23,,,w,,,f,f,,d,a
p,4.87,c,i,y,f,,c,n,6.12,7.42,,,w,,,f,f,,d,a
p,3.2,o,,g,f,f,f,f,3.61,14.28,,g,g,,,f,f,,d,u
e,8.22,x,s,y,f,d,d,w,10.79,15.93,,i,n,,,t,,w,d,w
p,9.48,x,e,y,t,p,,e,7.65,25.45,,,u,,,f,f,,d,a
p,2.37,f,,u,f,a,c,w,3.82,3.54,,i,w,,,f,f,,p,a
p,7.53,s,,n,t,d,c,b,7.08,7.76,,,e,,,f,f,,d,u
p,10.75,x,i,y,f,a,,o,11.05,22.84,r,,o,,,t,r,n,d,a
p,0.86,x,g,e,f,a,,p,4.0,1.03,,h,k,,,f,f,,d,a
e,4.14,f,h,n,f,,c,n,5.99,6.65,,s,w,,w,f,f,k,d,u
e,10.75,f,,n,t,,,w,11.02,18.17,b,,w,u,w,t,g,,d,u
e,3.82,s,d,n,t,d,c,p,4.8,6.24,,,g,,,f,f,,d,u
e,8.16,x,s,u,f,a,c,w,4.53,17.25,,,w,,,f,f,,d,u
e,10.12,x,y,y,f,,,w,7.03,25.36,b,,n,,w,t,e,,d,w
p,3.6,f,,u,f,a,,w,5.14,7.74,,,y,,,f,f,,d,u
p,2.97,f,y,p,f,e,c,w,4.41,3.42,,k,w,,,t,e,,m,u
p,4.4,x,t,n,f,s,c,n,6.0,10.61,,,w,,n,t,z,,d,a
e,6.98,x,y,n,f,e,c,w,6.19,10.29,,y,n,,,f,f,,d,a
p,7.83,b,y,w,f,,,k,14.12,17.47,,,w,,,f,f,,d,a
p,8.58,x,y,w,t,,,p,8.17,13.92,s,,w,,,t,l,,g,a
p,4.22,o,s,w,f,,c,w,0.0,0.0,f,f,f,,,f,f,n,d,a
e,7.02,f,y,n,f,e,c,p,4.79,13.4,,,w,,,t,l,,w,u
e,6.1,s,,n,f,d,c,w,4.7,8.14,,s,w,,,f,f,,d,a
e,15.73,x,e,n,t,e,,w,10.64,18.0,,,w,,,t,,,g,u
p,3.05,x,s,g,f,d,c,w,2.8,7.96,,,w,,,f,f,,g,u
e,1.81,x,,b,f,,d,w,4.06,3.92,,,w,,,f,f,,d,u
e,4.4,f,g,g,f,a,d,g,5.63,4.14,,s,n,,,f,f,,d,u
e,7.33,x,,e,f,x,c,w,8.18,16.46,,s,w,,,f,f,,d,u
e,7.44,x,s,y,f,d,d,w,7.18,12.13,,i,n,,,t,,w,d,a
e,11.38,f,s,e,f,d,d,w,8.52,15.18,,i,n,,,t,,w,d,a
e,9.36,x,s,e,f,d,d,w,7.93,13.9,,i,n,,,t,,w,d,a
p,7.25,f,w,p,f,s,c,p,4.92,10.74,,,p,,,f,f,,d,w
p,11.9,x,,n,f,e,,w,11.03,16.51,,,w,u,w,t,g,,d,a
e,8.42,f,y,w,f,e,c,w,17.13,11.81,,s,w,,,t,e,,g,s
p,2.99,b,,n,f,a,,n,9.62,2.57,,,n,,w,f,f,k,g,a
p,5.8,b,s,n,f,,,k,9.45,12.91,,s,w,,,t,z,,d,s
p,2.83,b,,n,f,a,,k,9.43,2.51,,,g,,w,f,f,k,g,a
p,3.81,f,l,y,f,x,d,n,5.69,4.82,,,n,,,f,f,,d,u
p,22.9,f,s,k,f,p,,y,8.3,55.72,,,n,,,f,f,,d,w
e,5.33,f,g,g,f,a,d,g,5.74,3.19,,s,n,,,f,f,,d,w
p,7.16,x,i,n,f,a,c,k,8.01,7.71,,i,n,,k,t,z,k,g,u
e,7.05,x,s,b,f,d,d,o,5.32,12.02,,,w,,,f,f,,m,a
e,4.34,x,,y,f,a,c,y,4.36,8.73,,,w,,,f,f,,d,a
p,9.09,x,,n,f,x,c,w,10.04,11.2,r,i,w,,,f,f,,h,u
p,4.05,f,y,w,f,e,c,n,4.76,3.48,,k,w,,,t,e,,m,u
p,6.71,f,,n,f,d,c,y,5.43,9.93,b,,n,,,f,f,,d,a
e,10.11,p,y,w,f,e,c,p,17.86,12.58,,s,w,,,t,e,,g,w
p,4.26,x,h,o,f,a,c,y,5.73,7.17,,g,o,,,f,f,,g,u
e,6.83,x,s,n,t,p,,n,6.82,15.68,,,n,,w,t,p,,d,u
e,8.88,s,t,o,t,d,c,o,5.43,17.47,,,w,,,f,f,,d,a
p,3.83,b,y,n,f,,c,w,6.46,4.73,s,s,w,,,f,f,,d,a
p,4.41,f,,n,f,x,c,p,8.52,4.3,,,n,,,f,f,,l,u
p,15.79,s,d,n,f,d,c,y,5.67,27.18,,k,n,,,f,f,,d,u
e,3.23,f,d,u,t,d,c,p,4.4,5.45,,,n,,,f,f,,d,a
e,7.16,f,y,n,f,e,c,p,4.57,11.87,,,w,,,t,r,,w,u
e,9.59,f,e,b,f,,c,b,4.62,19.02,,,w,,,t,f,,d,a
p,9.16,x,h,r,f,,c,w,10.88,16.29,,,w,u,w,t,p,,d,u
e,6.98,x,h,y,t,x,c,y,8.57,13.72,,,w,,,f,f,,d,u
e,6.58,x,s,b,f,x,c,w,6.56,10.48,,s,n,,,f,f,,l,a
e,6.53,x,y,n,f,e,c,w,5.03,9.76,,y,n,,,f,f,,d,a
p,3.09,b,y,n,f,,c,u,5.04,4.2,s,s,w,,,f,f,,d,u
e,11.09,x,s,r,f,x,,n,6.8,25.57,,,n,,,f,f,,d,a
e,2.95,x,k,n,f,p,,e,4.26,9.69,,,n,,,f,f,,d,a
e,4.7,x,h,n,f,a,d,n,4.68,3.47,,t,g,,,t,l,,d,w
p,3.12,x,,n,f,x,c,p,7.48,3.52,,,n,,,f,f,,l,u
p,0.92,x,g,w,f,a,d,w,2.83,1.45,,,e,,,f,f,,l,u
e,19.19,x,d,n,f,p,,n,14.83,34.2,s,y,w,,,f,f,,d,u
p,6.69,f,,g,f,d,c,w,5.41,9.85,b,,n,,,f,f,,d,a
p,7.62,x,t,n,f,x,,w,13.84,7.37,r,g,n,,,f,f,,d,a
e,9.36,x,s,n,f,e,c,w,6.17,9.68,,i,n,,,f,f,p,d,s
p,7.11,f,d,e,t,d,c,y,5.69,8.74,,,n,,,f,f,,d,a
p,5.83,f,d,n,f,a,c,n,5.47,6.61,,i,n,,,t,,,d,u
p,7.0,x,y,w,t,,,p,8.51,14.8,s,,w,,,t,l,,d,a
p,5.2,x,h,o,f,a,c,n,5.15,6.29,,y,o,,,t,z,,d,w
p,14.96,f,g,e,f,e,,w,17.96,17.37,s,y,w,u,w,t,p,,d,u
p,11.65,f,,g,f,e,,w,10.92,14.43,,,w,u,w,t,g,,d,u
e,4.11,x,k,n,f,p,,e,4.73,10.23,,,n,,,f,f,,d,a
p,2.95,x,s,o,f,a,,o,3.66,6.27,,,o,,,f,f,,m,a
e,4.0,b,g,n,f,x,d,w,5.59,3.19,,,y,,,f,f,,g,a
e,1.47,f,w,n,f,,d,g,4.61,2.41,,,w,,,f,f,,d,w
p,2.95,o,l,g,f,f,f,f,0.0,0.0,f,f,f,,,f,f,,d,u
p,5.66,o,t,w,f,,c,w,0.0,0.0,f,f,f,,,f,f,n,d,u
p,3.91,x,,w,f,x,c,p,8.15,4.04,,,n,,,f,f,,l,a
p,2.24,b,g,w,f,,c,n,6.37,3.64,,,n,,,f,f,,g,u
e,4.36,x,,y,f,a,c,o,3.42,9.13,,,w,,,f,f,,d,a
p,14.0,x,s,n,t,p,,o,10.23,30.67,c,,y,,,f,f,,d,a
p,0.78,x,g,o,f,,,y,3.5,0.82,,,y,,,f,f,,d,u
e,0.89,c,g,e,t,a,,p,5.81,1.02,,,n,,,f,f,,h,u
p,5.37,c,i,y,f,,c,n,7.17,7.49,,,w,,,f,f,,d,a
p,2.74,b,,g,f,a,,k,8.84,2.56,,,n,,w,f,f,k,g,a
e,10.89,p,y,n,t,e,,p,9.01,18.59,,y,w,,,t,l,,d,a
e,8.05,x,h,y,f,p,,y,7.56,14.36,,,y,,y,t,,,d,a
p,8.43,x,y,n,f,a,c,n,10.84,9.69,,y,n,,,t,,,d,a
p,1.19,f,s,y,f,f,f,f,3.07,4.74,,,y,,,f,f,,d,u
p,8.06,f,h,r,f,,c,w,10.75,14.35,,,w,u,w,t,p,,d,a
p,1.38,f,s,y,f,f,f,f,3.74,6.19,,,y,,,f,f,,d,u
p,5.98,x,e,e,f,a,,n,7.01,9.34,,,e,,w,t,z,,d,a
e,8.54,x,t,n,t,p,,y,6.64,16.09,,,n,,w,t,p,,d,a
p,6.63,s,d,n,t,d,c,y,6.66,9.48,,,n,,,f,f,,d,a
p,1.33,x,,n,f,,,n,5.12,2.42,,s,n,,,f,f,k,g,a
p,1.76,x,g,n,f,d,d,n,2.28,2.76,,s,n,,,f,f,,h,a
e,5.15,f,y,g,f,s,,w,4.99,8.3,,,w,,,f,f,,d,a
e,1.01,f,g,n,t,a,,p,5.56,1.01,,,n,,,f,f,,d,a
e,7.45,b,h,g,f,s,d,g,5.78,11.67,,s,g,,,f,f,,d,a
e,5.39,x,h,n,f,e,,w,11.59,11.32,,s,n,u,w,f,f,,d,a
p,8.15,x,y,n,f,a,c,y,11.26,10.06,,y,n,,,t,,,d,a
p,5.88,b,d,n,f,d,c,n,5.33,6.1,,i,y,,,t,,,d,a
e,9.03,x,d,e,t,p,,y,6.96,13.98,,,y,,,f,f,,d,a
p,3.08,b,t,n,f,,,k,7.55,4.4,,,w,,,t,,k,g,w
p,5.94,c,k,y,t,x,c,p,5.24,11.71,,,w,,,f,f,,g,a
p,3.99,f,l,n,f,x,d,n,5.65,4.66,,,y,,,f,f,,d,a
e,6.5,c,,n,f,f,f,f,5.84,20.23,,,n,,,f,f,,d,s
p,7.84,s,t,n,f,x,c,y,6.16,17.87,,,y,,,f,f,,d,a
p,5.61,o,t,n,f,,c,w,0.0,0.0,f,f,f,,,f,f,n,d,u
p,7.31,x,t,n,f,s,,g,5.51,7.26,,y,n,,,f,f,,d,w
e,6.28,x,h,g,f,a,d,n,6.2,4.61,,t,w,,,t,l,,d,w
p,8.43,x,y,y,f,a,c,y,12.37,12.31,,y,n,,,t,,,d,a
e,6.56,x,s,o,f,d,d,o,5.68,11.78,,,w,,,f,f,,m,a
e,4.6,f,,y,f,x,c,u,6.49,3.98,,,w,,,f,f,,d,a
p,4.05,x,h,o,f,a,c,n,3.77,5.14,,y,n,,,t,z,,d,w
p,5.91,f,,n,f,d,c,w,6.31,11.13,b,,n,,,f,f,,l,w
p,7.41,f,w,p,f,s,c,p,4.06,9.59,,,p,,,f,f,,d,a
p,1.52,b,,g,f,a,,g,5.14,2.04,,s,g,,,f,f,,d,u
e,2.96,b,g,w,f,x,d,w,3.98,2.92,,,y,,,f,f,,g,u
p,1.62,b,h,n,f,a,,n,5.0,1.66,,t,n,,,f,f,,d,s
p,0.78,x,,o,f,d,,o,4.37,1.03,,,y,,,f,f,w,g,a
p,1.93,b,g,y,f,,c,n,6.1,3.29,,,n,,,f,f,,g,s
p,4.08,f,t,n,f,x,c,p,6.15,4.12,,i,n,,,f,f,,d,a
p,8.58,s,,y,t,d,,o,5.54,12.71,,,w,,,t,f,,d,u
e,8.32,x,w,y,f,f,f,f,5.2,18.39,,,y,,,f,f,,d,a
e,8.3,x,,g,f,s,c,p,7.13,16.75,b,,u,,,f,f,,g,a
p,6.14,p,g,n,f,e,,w,6.93,15.14,,y,w,u,w,t,p,,d,a
p,11.8,x,e,n,t,p,,e,6.75,27.46,,,e,,,f,f,,d,a
p,8.81,x,y,n,f,a,c,n,10.7,11.54,,y,n,,,t,,,d,a
p,8.31,x,y,y,f,a,,y,10.68,18.94,r,,y,,,t,r,n,d,w
e,3.18,f,d,u,t,d,c,p,4.58,5.23,,,g,,,f,f,,d,a
p,15.58,f,s,e,f,p,,y,4.13,31.92,,,n,,,f,f,,d,w
e,6.95,x,t,y,f,p,,y,8.55,15.96,,,y,,y,t,,,d,u
e,10.0,f,,g,f,d,c,y,2.54,15.53,,,w,,,f,f,,d,a
p,11.77,x,y,o,f,a,,y,10.81,23.86,r,,y,,,t,r,n,d,a
e,9.99,f,,g,f,s,c,b,8.07,21.47,,,b,,,f,f,,l,a
p,3.41,b,w,y,f,a,,r,5.44,6.72,,t,r,,,f,f,,d,u
e,10.54,f,s,e,f,a,d,w,8.47,12.86,,i,n,,,t,,w,d,a
p,2.37,x,s,o,f,a,,o,2.82,4.68,,,y,,,f,f,,m,a
e,5.77,x,s,n,f,x,c,w,6.4,9.84,,s,n,,,f,f,,l,a
e,4.2,f,h,n,f,,c,n,6.74,7.03,,s,w,,w,f,f,k,d,u
e,4.01,f,s,w,f,d,d,w,3.45,6.7,,,w,,,f,f,,m,w
p,7.03,o,,n,f,f,f,f,3.44,25.25,,g,n,,,f,f,,d,u
e,3.58,s,,n,f,f,f,f,5.95,7.33,,,y,,,f,f,,d,a
e,6.77,p,y,w,f,e,c,n,3.92,11.58,,,w,,w,t,e,,m,u
e,8.09,f,h,o,f,s,,n,9.21,13.61,,i,n,,,f,f,,d,a
p,2.58,o,,g,f,f,f,f,3.28,14.87,,g,n,,,f,f,,d,u
e,8.8,s,t,w,t,d,c,o,6.19,17.71,,,w,,,f,f,,d,a
p,2.55,x,g,e,f,a,,p,7.24,2.26,,,w,,,f,f,,d,u
p,3.31,x,d,w,f,d,d,w,3.97,2.6,,h,w,,,f,f,,g,a
p,2.19,b,g,y,f,,c,n,6.06,2.82,,,n,,,f,f,,m,a
p,2.01,x,y,o,f,a,,o,3.21,5.99,,,o,,,f,f,,m,a
e,4.33,x,,y,f,a,c,o,4.92,9.89,,,w,,,f,f,,d,a
e,9.2,s,,g,f,s,c,g,7.79,22.31,b,,u,,,f,f,,g,a
e,3.54,b,g,g,f,a,d,g,5.17,3.89,,s,n,,,f,f,,d,w
e,3.78,f,d,p,t,d,c,p,4.51,5.81,,,n,,,f,f,,d,u
p,6.04,s,d,y,f,d,c,o,3.87,6.78,,,o,,,f,f,,d,a
p,4.0,x,t,y,f,a,c,y,5.93,6.98,,g,o,,,f,f,,g,a
e,17.63,x,d,n,f,p,,n,15.85,35.03,s,y,w,,,f,f,,d,u
p,4.9,s,,e,t,d,c,p,6.0,5.36,,,e,,,f,f,,d,u
e,5.47,x,,w,f,x,c,n,6.65,4.29,,,w,,,f,f,,d,u
p,3.16,x,s,g,f,d,c,w,2.94,7.28,,,w,,,f,f,,g,u
e,3.28,p,,g,f,f,f,f,3.25,16.73,,,n,,,f,f,,d,s
e,11.32,x,y,n,f,,,w,8.74,26.48,b,,n,,w,t,e,,d,a
p,2.78,b,w,u,f,a,c,u,5.13,5.25,,s,u,,,f,f,,l,u
e,10.99,x,e,y,f,x,c,w,8.4,21.25,,,w,,,f,f,,d,u
e,8.46,s,,y,f,a,c,w,6.57,16.33,,,g,,,f,f,,d,w
e,9.82,f,,n,f,s,c,g,8.11,19.59,b,,u,,,f,f,,g,a
e,9.77,x,s,n,f,e,c,w,8.17,10.33,,i,w,,,f,f,p,d,w
e,5.37,s,l,w,f,d,,w,3.4,9.55,,,w,,,f,f,,g,u
p,3.49,s,d,w,f,a,d,p,3.95,2.82,,h,w,,,f,f,,g,a
p,5.41,s,k,y,f,p,,n,3.02,4.71,,k,n,,,t,f,,d,u
p,13.59,f,,g,f,e,,w,10.85,14.96,,,w,u,w,t,g,,d,a
e,4.55,f,,w,f,x,c,u,5.72,3.46,,,w,,,f,f,,d,a
p,0.91,x,g,w,f,a,d,w,3.16,1.49,,,e,,,f,f,,d,a
p,5.99,x,,p,f,,c,w,3.94,14.26,,,y,,,f,f,,d,a
p,3.93,s,,u,f,a,,w,4.82,6.85,,,w,,,f,f,,d,u
p,11.38,x,,g,f,e,,w,11.07,13.59,,,w,u,w,t,e,,d,a
p,8.44,f,t,e,f,x,,w,15.29,8.98,r,g,n,,,f,f,,d,a
p,3.61,f,,n,f,x,c,p,7.68,4.29,,,p,,,f,f,,d,a
e,9.74,f,s,y,f,x,,n,6.81,20.49,,,w,,,f,f,,d,u
p,2.32,b,g,w,f,,c,n,5.96,2.92,,,n,,,f,f,,m,a
e,4.93,f,,w,f,x,c,n,5.87,3.98,,,w,,,f,f,,d,a
e,19.35,p,w,n,f,p,,y,17.63,68.33,,,n,,,f,f,,d,u
e,6.09,c,t,n,f,e,,w,11.95,11.69,,s,n,u,w,f,f,,d,a
e,4.36,x,,y,f,a,c,y,3.91,7.92,,,w,,,f,f,,d,a
e,6.68,x,t,n,f,a,d,n,7.78,6.96,,t,g,,,t,l,,d,a
e,1.7,f,y,n,f,d,d,p,4.91,2.57,,i,n,,,f,f,,l,u
p,3.02,b,y,n,f,,c,g,4.69,4.26,s,s,w,,,f,f,,d,a
e,12.04,f,t,k,f,a,d,k,7.25,20.97,,,w,,,f,f,w,d,w
e,7.53,f,,n,f,s,c,p,5.75,19.65,b,,u,,,f,f,,d,w
p,7.86,o,,e,f,f,f,f,2.73,24.2,,g,n,,,f,f,,d,s
e,9.73,s,,g,f,s,c,p,6.94,20.02,b,,u,,,f,f,,g,w
e,7.84,x,d,n,t,p,,r,6.7,13.24,,,y,,,f,f,,d,u
p,5.82,o,k,n,f,,c,y,1.4,12.93,,,y,,,f,f,,d,w
p,5.56,b,s,k,f,e,,g,5.79,6.85,,,k,,,f,f,,g,u
p,6.52,x,s,n,t,s,d,w,6.55,16.62,r,i,n,,,f,f,,d,a
p,7.02,f,,y,f,x,c,y,6.19,10.35,,,w,,,f,f,,d,u
e,46.81,o,y,y,f,p,,y,5.26,32.88,,k,n,,,f,f,,d,s
e,7.85,s,l,w,f,d,,w,3.58,8.31,,,w,,,f,f,,d,u
e,20.52,x,t,n,f,p,,w,18.04,83.55,,,n,,,f,f,,d,a
e,8.68,f,s,w,f,s,c,w,5.57,29.03,,,w,,,f,f,,m,s
p,2.29,x,,w,f,x,c,p,6.93,3.31,,,n,,,f,f,,l,u
p,2.95,b,s,y,f,,c,r,7.53,6.97,,,y,u,w,t,z,r,d,a
p,5.3,x,s,e,f,e,,k,7.99,7.6,,,y,,,f,f,,m,u
e,9.12,x,e,l,f,x,c,w,5.98,15.06,,,w,,,f,f,,d,a
p,16.8,s,k,w,t,d,d,w,6.42,30.5,,,w,,,f,f,,d,w
e,10.37,x,t,n,t,p,,y,7.4,21.51,,,n,,,f,f,,d,a
p,10.1,x,y,n,f,a,c,n,13.04,11.09,,y,n,,,t,,,d,a
e,8.45,f,s,w,f,s,c,w,6.84,25.57,,,w,,,f,f,,m,u
e,8.83,x,s,n,t,p,,n,8.22,18.34,,,n,,w,t,p,,d,u
e,12.85,f,y,n,f,,,w,8.69,25.53,b,,n,,w,t,e,,d,w
e,6.57,f,s,n,f,s,c,w,5.7,8.92,b,i,w,,,f,f,,g,a
p,6.85,f,,r,f,x,c,n,5.85,12.78,,,w,,,f,f,,d,u
p,2.22,p,t,n,f,a,c,n,6.52,2.46,,t,y,,,t,e,,m,u
p,9.27,s,t,p,t,d,c,p,8.56,12.62,,,p,,,t,f,,d,u
p,8.38,x,,n,f,p,,p,9.32,29.24,c,,n,,,f,f,p,d,u
p,3.35,x,y,n,f,a,,w,5.19,3.44,,y,n,,,t,r,,d,u
p,3.69,s,d,w,f,a,d,w,4.05,2.64,,h,w,,,f,f,,g,u
p,8.03,x,i,n,f,a,c,n,7.81,7.94,,i,n,,k,t,z,k,g,u
p,1.41,b,h,n,f,a,,n,4.53,1.31,,t,n,,,f,f,,d,u
p,4.61,f,,y,f,s,d,y,5.72,12.39,,i,y,,,f,f,,d,a
p,5.4,x,e,e,f,a,,n,8.19,10.11,,,y,,w,t,z,,d,a
p,11.64,x,h,w,f,s,,p,8.08,17.55,,i,n,,,f,f,,d,a
p,7.29,x,,g,f,d,c,y,5.83,10.48,b,,n,,,f,f,,d,w
e,8.98,f,s,w,t,e,,n,9.51,16.81,s,,w,,,t,r,,m,a
p,2.15,b,g,y,f,,c,n,6.41,3.18,,,n,,,f,f,,g,s
p,3.22,x,i,e,f,,,e,4.6,5.66,,,e,,,f,f,n,d,a
p,4.66,x,t,y,f,a,c,y,6.39,7.79,,g,o,,,f,f,,g,a
p,5.0,x,h,y,f,a,c,y,6.31,7.28,,g,o,,,f,f,,g,u
e,6.88,x,,g,f,a,,w,6.71,12.44,,,g,,,f,f,,g,u
p,4.18,f,w,u,f,a,c,g,5.87,5.52,,s,u,,,f,f,,l,a
p,1.02,b,t,n,f,,c,g,3.05,2.51,,,n,,,t,f,,g,u
p,16.51,x,h,n,t,p,,e,9.71,28.97,c,,y,,,f,f,,d,u
e,5.77,c,,g,f,f,f,f,6.93,21.78,,,n,,,f,f,,l,s
p,15.74,s,d,n,f,d,c,y,5.57,32.33,,k,n,,,f,f,,d,a
p,5.68,b,i,o,f,e,,k,7.62,8.47,,,y,,,f,f,,m,a
e,4.61,f,t,n,f,a,d,w,6.61,4.93,,k,n,,,f,f,,d,s
p,10.58,o,,n,f,f,f,f,4.25,27.71,,g,n,,,f,f,,d,u
p,2.98,f,t,y,f,a,,r,5.32,6.08,,t,r,,,f,f,,m,a
p,3.3,c,,w,f,a,c,n,3.18,3.32,,i,u,,,f,f,,d,u
e,6.11,x,t,g,f,a,d,n,6.09,5.23,,t,w,,,t,l,,d,a
e,2.45,x,,u,f,,d,w,5.94,4.68,,,w,,,f,f,,d,w
p,0.92,x,g,w,f,a,d,w,2.89,1.31,,,e,,,f,f,,l,a
e,11.61,x,h,n,t,p,,y,10.67,23.01,,,n,,,f,f,,d,u
e,9.77,f,,g,f,s,c,b,7.32,20.54,,,b,,,f,f,,d,w
p,1.76,f,,w,f,a,c,n,2.29,3.14,,i,u,,,f,f,,p,a
e,11.59,s,,w,t,d,c,w,6.02,25.43,,,w,,,f,f,,d,u
